16, 1, 0.005770, 0.005498, 0.004650, 0.004448, 0.004719 
16, 2, 0.003354, 0.003711, 0.003333, 0.003359, 0.004654 
16, 3, 0.004298, 0.003961, 0.004026, 0.003797, 0.003926 
16, 4, 0.004188, 0.004276, 0.004155, 0.004265, 0.006705 
16, 5, 0.006248, 0.005726, 0.005836, 0.005078, 0.005151 
16, 6, 0.007406, 0.007013, 0.007986, 0.007045, 0.007293 
17, 1, 0.008317, 0.008195, 0.008039, 0.007868, 0.008172 
17, 2, 0.008097, 0.008269, 0.008510, 0.007998, 0.008511 
17, 3, 0.008487, 0.007165, 0.007247, 0.007033, 0.006945 
17, 4, 0.007572, 0.008259, 0.007173, 0.008340, 0.007310 
17, 5, 0.007903, 0.008215, 0.007984, 0.008241, 0.008324 
17, 6, 0.009470, 0.009232, 0.009431, 0.009390, 0.009021 
18, 1, 0.016215, 0.016075, 0.018066, 0.016618, 0.016190 
18, 2, 0.015081, 0.016651, 0.016643, 0.025656, 0.016485 
18, 3, 0.014125, 0.012789, 0.013555, 0.013304, 0.013650 
18, 4, 0.013812, 0.013296, 0.014178, 0.013933, 0.018047 
18, 5, 0.015220, 0.013887, 0.015317, 0.013833, 0.013767 
18, 6, 0.015716, 0.015618, 0.021483, 0.020138, 0.015572 
19, 1, 0.033646, 0.033259, 0.034346, 0.034932, 0.033262 
19, 2, 0.027734, 0.027617, 0.027838, 0.027700, 0.030389 
19, 3, 0.037159, 0.025323, 0.025704, 0.025822, 0.025947 
19, 4, 0.026746, 0.027207, 0.026574, 0.026193, 0.026652 
19, 5, 0.027433, 0.026975, 0.029143, 0.028137, 0.030893 
19, 6, 0.030932, 0.030962, 0.030672, 0.030633, 0.030479 
20, 1, 0.069024, 0.068181, 0.071562, 0.069170, 0.068675 
20, 2, 0.053729, 0.054149, 0.053448, 0.054806, 0.054422 
20, 3, 0.055514, 0.054568, 0.055472, 0.054567, 0.056618 
20, 4, 0.057195, 0.054741, 0.055575, 0.057902, 0.055516 
20, 5, 0.055312, 0.062609, 0.056070, 0.054548, 0.054587 
20, 6, 0.058720, 0.058372, 0.058639, 0.058067, 0.055829 
21, 1, 0.143960, 0.144358, 0.141594, 0.141635, 0.142366 
21, 2, 0.111044, 0.110770, 0.108974, 0.110383, 0.111679 
21, 3, 0.108308, 0.109304, 0.109498, 0.109602, 0.109767 
21, 4, 0.113300, 0.111344, 0.112122, 0.114443, 0.116699 
21, 5, 0.112998, 0.114100, 0.115573, 0.114766, 0.116901 
21, 6, 0.116226, 0.114957, 0.116345, 0.118263, 0.118041 
22, 1, 0.315199, 0.306518, 0.306983, 0.297632, 0.298564 
22, 2, 0.223696, 0.222559, 0.223626, 0.224549, 0.224467 
22, 3, 0.226536, 0.230679, 0.223830, 0.223607, 0.226784 
22, 4, 0.227377, 0.225055, 0.228907, 0.236691, 0.228821 
22, 5, 0.250917, 0.227773, 0.229623, 0.228091, 0.229415 
22, 6, 0.233337, 0.234521, 0.235764, 0.234706, 0.243336 
23, 1, 0.634038, 0.648105, 0.634944, 0.627889, 0.613849 
23, 2, 0.444797, 0.449549, 0.453632, 0.443079, 0.447663 
23, 3, 0.487796, 0.481520, 0.462714, 0.446265, 0.448810 
23, 4, 0.451336, 0.446148, 0.446334, 0.450914, 0.457654 
23, 5, 0.455041, 0.455753, 0.474632, 0.451515, 0.451995 
23, 6, 0.457409, 0.460954, 0.453413, 0.460640, 0.452460 
24, 1, 1.246889, 1.296885, 1.296832, 1.269878, 1.267524 
24, 2, 0.971230, 0.930225, 0.917624, 0.915400, 0.936983 
24, 3, 0.960856, 0.919311, 0.919823, 0.927323, 0.935363 
24, 4, 0.964495, 0.923598, 0.936362, 0.956907, 0.928079 
24, 5, 0.976397, 1.041075, 1.062498, 1.036147, 0.976387 
24, 6, 0.951150, 1.149315, 1.163283, 1.216035, 0.974206 
